dimdateid,datetype,fulldate,yearnum,yearbegindate,yearenddate,daynumofweek,daynumofmonth,daynumofquarter,daynumofyear,dayofweekname,dayofweekabbreviation,juliandaynumofyear,isweekday,isfederalusholiday,holidaydescription,islastdayofweek,islastdayofmonth,islastdayofquarter,islastdayofyear,weekofyearbegindate,weekofyearenddate,weekofmonthbegindate,weekofmonthenddate,weekofquarterbegindate,weekofquarterenddate,weeknumofmonth,weeknumofquarter,weeknumofyear,monthname,monthnameabbreviation,monthbegindate,monthenddate,monthnumofyear,monthformatyyyymm,quarternumofyear,quarterbegindate,quarterenddate,quarterformatyyyyqq,quarterformatqq,fiscalmonthofyear,fiscalquarter,fiscalyear,fiscalyearmonthyyyymm,fiscalyearquarteryyyyqq
20230605,Normal,6/5/2023,2023,1/1/2023,12/31/2023,2,5,66,156,Monday,Mon,2023156,Y,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230606,Normal,6/6/2023,2023,1/1/2023,12/31/2023,3,6,67,157,Tuesday,Tue,2023157,Y,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230607,Normal,6/7/2023,2023,1/1/2023,12/31/2023,4,7,68,158,Wednesday,Wed,2023158,Y,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230608,Normal,6/8/2023,2023,1/1/2023,12/31/2023,5,8,69,159,Thursday,Thu,2023159,Y,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230609,Normal,6/9/2023,2023,1/1/2023,12/31/2023,6,9,70,160,Friday,Fri,2023160,Y,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230610,Normal,6/10/2023,2023,1/1/2023,12/31/2023,7,10,71,161,Saturday,Sat,2023161,N,N,Not a Holiday,Y,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230611,Normal,6/11/2023,2023,1/1/2023,12/31/2023,1,11,72,162,Sunday,Sun,2023162,N,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230612,Normal,6/12/2023,2023,1/1/2023,12/31/2023,2,12,73,163,Monday,Mon,2023163,Y,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230613,Normal,6/13/2023,2023,1/1/2023,12/31/2023,3,13,74,164,Tuesday,Tue,2023164,Y,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230614,Normal,6/14/2023,2023,1/1/2023,12/31/2023,4,14,75,165,Wednesday,Wed,2023165,Y,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230615,Normal,6/15/2023,2023,1/1/2023,12/31/2023,5,15,76,166,Thursday,Thu,2023166,Y,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230616,Normal,6/16/2023,2023,1/1/2023,12/31/2023,6,16,77,167,Friday,Fri,2023167,Y,N,Not a Holiday,N,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230617,Normal,6/17/2023,2023,1/1/2023,12/31/2023,7,17,78,168,Saturday,Sat,2023168,N,N,Not a Holiday,Y,N,N,N,6/11/2023,6/17/2023,6/11/2023,6/17/2023,6/11/2023,6/17/2023,3,11,24,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230618,Normal,6/18/2023,2023,1/1/2023,12/31/2023,1,18,79,169,Sunday,Sun,2023169,N,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230619,Normal,6/19/2023,2023,1/1/2023,12/31/2023,2,19,80,170,Monday,Mon,2023170,Y,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230620,Normal,6/20/2023,2023,1/1/2023,12/31/2023,3,20,81,171,Tuesday,Tue,2023171,Y,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230621,Normal,6/21/2023,2023,1/1/2023,12/31/2023,4,21,82,172,Wednesday,Wed,2023172,Y,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230622,Normal,6/22/2023,2023,1/1/2023,12/31/2023,5,22,83,173,Thursday,Thu,2023173,Y,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230623,Normal,6/23/2023,2023,1/1/2023,12/31/2023,6,23,84,174,Friday,Fri,2023174,Y,N,Not a Holiday,N,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230624,Normal,6/24/2023,2023,1/1/2023,12/31/2023,7,24,85,175,Saturday,Sat,2023175,N,N,Not a Holiday,Y,N,N,N,6/18/2023,6/24/2023,6/18/2023,6/24/2023,6/18/2023,6/24/2023,4,12,25,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230625,Normal,6/25/2023,2023,1/1/2023,12/31/2023,1,25,86,176,Sunday,Sun,2023176,N,N,Not a Holiday,N,N,N,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230626,Normal,6/26/2023,2023,1/1/2023,12/31/2023,2,26,87,177,Monday,Mon,2023177,Y,N,Not a Holiday,N,N,N,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230627,Normal,6/27/2023,2023,1/1/2023,12/31/2023,3,27,88,178,Tuesday,Tue,2023178,Y,N,Not a Holiday,N,N,N,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230628,Normal,6/28/2023,2023,1/1/2023,12/31/2023,4,28,89,179,Wednesday,Wed,2023179,Y,N,Not a Holiday,N,N,N,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230629,Normal,6/29/2023,2023,1/1/2023,12/31/2023,5,29,90,180,Thursday,Thu,2023180,Y,N,Not a Holiday,N,N,N,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230630,Normal,6/30/2023,2023,1/1/2023,12/31/2023,6,30,91,181,Friday,Fri,2023181,Y,N,Not a Holiday,N,Y,Y,N,6/25/2023,7/1/2023,6/25/2023,6/30/2023,6/25/2023,6/30/2023,5,13,26,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230701,Normal,7/1/2023,2023,1/1/2023,12/31/2023,7,1,1,182,Saturday,Sat,2023182,N,N,Not a Holiday,Y,N,N,N,6/25/2023,7/1/2023,7/1/2023,7/1/2023,7/1/2023,7/8/2023,1,1,26,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230702,Normal,7/2/2023,2023,1/1/2023,12/31/2023,1,2,2,183,Sunday,Sun,2023183,N,N,Not a Holiday,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230703,Normal,7/3/2023,2023,1/1/2023,12/31/2023,2,3,3,184,Monday,Mon,2023184,Y,N,Not a Holiday,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230704,Normal,7/4/2023,2023,1/1/2023,12/31/2023,3,4,4,185,Tuesday,Tue,2023185,Y,Y,Fourth Of July,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230705,Normal,7/5/2023,2023,1/1/2023,12/31/2023,4,5,5,186,Wednesday,Wed,2023186,Y,N,Not a Holiday,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230706,Normal,7/6/2023,2023,1/1/2023,12/31/2023,5,6,6,187,Thursday,Thu,2023187,Y,N,Not a Holiday,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230707,Normal,7/7/2023,2023,1/1/2023,12/31/2023,6,7,7,188,Friday,Fri,2023188,Y,N,Not a Holiday,N,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230708,Normal,7/8/2023,2023,1/1/2023,12/31/2023,7,8,8,189,Saturday,Sat,2023189,N,N,Not a Holiday,Y,N,N,N,7/2/2023,7/8/2023,7/2/2023,7/8/2023,7/1/2023,7/8/2023,2,1,27,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230709,Normal,7/9/2023,2023,1/1/2023,12/31/2023,1,9,9,190,Sunday,Sun,2023190,N,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230710,Normal,7/10/2023,2023,1/1/2023,12/31/2023,2,10,10,191,Monday,Mon,2023191,Y,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230711,Normal,7/11/2023,2023,1/1/2023,12/31/2023,3,11,11,192,Tuesday,Tue,2023192,Y,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230712,Normal,7/12/2023,2023,1/1/2023,12/31/2023,4,12,12,193,Wednesday,Wed,2023193,Y,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230713,Normal,7/13/2023,2023,1/1/2023,12/31/2023,5,13,13,194,Thursday,Thu,2023194,Y,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230714,Normal,7/14/2023,2023,1/1/2023,12/31/2023,6,14,14,195,Friday,Fri,2023195,Y,N,Not a Holiday,N,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230715,Normal,7/15/2023,2023,1/1/2023,12/31/2023,7,15,15,196,Saturday,Sat,2023196,N,N,Not a Holiday,Y,N,N,N,7/9/2023,7/15/2023,7/9/2023,7/15/2023,7/9/2023,7/15/2023,3,2,28,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230716,Normal,7/16/2023,2023,1/1/2023,12/31/2023,1,16,16,197,Sunday,Sun,2023197,N,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230717,Normal,7/17/2023,2023,1/1/2023,12/31/2023,2,17,17,198,Monday,Mon,2023198,Y,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230718,Normal,7/18/2023,2023,1/1/2023,12/31/2023,3,18,18,199,Tuesday,Tue,2023199,Y,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230719,Normal,7/19/2023,2023,1/1/2023,12/31/2023,4,19,19,200,Wednesday,Wed,2023200,Y,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230720,Normal,7/20/2023,2023,1/1/2023,12/31/2023,5,20,20,201,Thursday,Thu,2023201,Y,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230721,Normal,7/21/2023,2023,1/1/2023,12/31/2023,6,21,21,202,Friday,Fri,2023202,Y,N,Not a Holiday,N,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230722,Normal,7/22/2023,2023,1/1/2023,12/31/2023,7,22,22,203,Saturday,Sat,2023203,N,N,Not a Holiday,Y,N,N,N,7/16/2023,7/22/2023,7/16/2023,7/22/2023,7/16/2023,7/22/2023,4,3,29,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230723,Normal,7/23/2023,2023,1/1/2023,12/31/2023,1,23,23,204,Sunday,Sun,2023204,N,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230724,Normal,7/24/2023,2023,1/1/2023,12/31/2023,2,24,24,205,Monday,Mon,2023205,Y,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230725,Normal,7/25/2023,2023,1/1/2023,12/31/2023,3,25,25,206,Tuesday,Tue,2023206,Y,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230726,Normal,7/26/2023,2023,1/1/2023,12/31/2023,4,26,26,207,Wednesday,Wed,2023207,Y,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230727,Normal,7/27/2023,2023,1/1/2023,12/31/2023,5,27,27,208,Thursday,Thu,2023208,Y,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230728,Normal,7/28/2023,2023,1/1/2023,12/31/2023,6,28,28,209,Friday,Fri,2023209,Y,N,Not a Holiday,N,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230729,Normal,7/29/2023,2023,1/1/2023,12/31/2023,7,29,29,210,Saturday,Sat,2023210,N,N,Not a Holiday,Y,N,N,N,7/23/2023,7/29/2023,7/23/2023,7/29/2023,7/23/2023,7/29/2023,5,4,30,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230730,Normal,7/30/2023,2023,1/1/2023,12/31/2023,1,30,30,211,Sunday,Sun,2023211,N,N,Not a Holiday,N,N,N,N,7/30/2023,8/5/2023,7/30/2023,7/31/2023,7/30/2023,8/5/2023,6,5,31,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230731,Normal,7/31/2023,2023,1/1/2023,12/31/2023,2,31,31,212,Monday,Mon,2023212,Y,N,Not a Holiday,N,Y,N,N,7/30/2023,8/5/2023,7/30/2023,7/31/2023,7/30/2023,8/5/2023,6,5,31,July,Jul,7/1/2023,7/31/2023,7,2023/07,3,7/1/2023,9/30/2023,2023Q3,Q3,10,4,2023,202310,2023Q4
20230801,Normal,8/1/2023,2023,1/1/2023,12/31/2023,3,1,32,213,Tuesday,Tue,2023213,Y,N,Not a Holiday,N,N,N,N,7/30/2023,8/5/2023,8/1/2023,8/5/2023,7/30/2023,8/5/2023,1,5,31,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230802,Normal,8/2/2023,2023,1/1/2023,12/31/2023,4,2,33,214,Wednesday,Wed,2023214,Y,N,Not a Holiday,N,N,N,N,7/30/2023,8/5/2023,8/1/2023,8/5/2023,7/30/2023,8/5/2023,1,5,31,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230803,Normal,8/3/2023,2023,1/1/2023,12/31/2023,5,3,34,215,Thursday,Thu,2023215,Y,N,Not a Holiday,N,N,N,N,7/30/2023,8/5/2023,8/1/2023,8/5/2023,7/30/2023,8/5/2023,1,5,31,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230804,Normal,8/4/2023,2023,1/1/2023,12/31/2023,6,4,35,216,Friday,Fri,2023216,Y,N,Not a Holiday,N,N,N,N,7/30/2023,8/5/2023,8/1/2023,8/5/2023,7/30/2023,8/5/2023,1,5,31,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230805,Normal,8/5/2023,2023,1/1/2023,12/31/2023,7,5,36,217,Saturday,Sat,2023217,N,N,Not a Holiday,Y,N,N,N,7/30/2023,8/5/2023,8/1/2023,8/5/2023,7/30/2023,8/5/2023,1,5,31,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230806,Normal,8/6/2023,2023,1/1/2023,12/31/2023,1,6,37,218,Sunday,Sun,2023218,N,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230807,Normal,8/7/2023,2023,1/1/2023,12/31/2023,2,7,38,219,Monday,Mon,2023219,Y,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230808,Normal,8/8/2023,2023,1/1/2023,12/31/2023,3,8,39,220,Tuesday,Tue,2023220,Y,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230809,Normal,8/9/2023,2023,1/1/2023,12/31/2023,4,9,40,221,Wednesday,Wed,2023221,Y,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230810,Normal,8/10/2023,2023,1/1/2023,12/31/2023,5,10,41,222,Thursday,Thu,2023222,Y,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230811,Normal,8/11/2023,2023,1/1/2023,12/31/2023,6,11,42,223,Friday,Fri,2023223,Y,N,Not a Holiday,N,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230812,Normal,8/12/2023,2023,1/1/2023,12/31/2023,7,12,43,224,Saturday,Sat,2023224,N,N,Not a Holiday,Y,N,N,N,8/6/2023,8/12/2023,8/6/2023,8/12/2023,8/6/2023,8/12/2023,2,6,32,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230813,Normal,8/13/2023,2023,1/1/2023,12/31/2023,1,13,44,225,Sunday,Sun,2023225,N,N,Not a Holiday,N,N,N,N,8/13/2023,8/19/2023,8/13/2023,8/19/2023,8/13/2023,8/19/2023,3,7,33,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
20230814,Normal,8/14/2023,2023,1/1/2023,12/31/2023,2,14,45,226,Monday,Mon,2023226,Y,N,Not a Holiday,N,N,N,N,8/13/2023,8/19/2023,8/13/2023,8/19/2023,8/13/2023,8/19/2023,3,7,33,August,Aug,8/1/2023,8/31/2023,8,2023/08,3,7/1/2023,9/30/2023,2023Q3,Q3,11,4,2023,202311,2023Q4
